0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.003333333,Diodorus,Book11
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.002604167,Herodotus,Book1
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.005208333,Lysias,Selections
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.007575758,Plutarch,Alcibiades
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.008333333,Plutarch,Lycurgus
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.00308642,Polybius,Book1
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.005555556,Polybius,Book10
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.004166667,Polybius,Book2
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.006944444,Polybius,Book21
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.007575758,Polybius,Book9
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.003472222,Thucydides,Book1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
0.01041667,Xenophon,Hellenica1
